label,height,weight
thin,177,39
thin,159,36
thin,194,66
normal,172,67
fat,121,65
thin,186,62
normal,145,48
normal,184,66
thin,151,40
thin,152,37
thin,191,62
fat,130,48
fat,154,77
normal,188,73
normal,164,56
thin,200,54
thin,159,39
normal,141,49
thin,174,44
normal,162,54
fat,148,71
thin,198,66
thin,197,52
thin,196,50
thin,200,44
fat,131,58
fat,143,59
thin,182,38
fat,126,80
thin,165,43
fat,158,76
thin,177,42
fat,148,63
normal,160,61
fat,129,50
normal,161,49
thin,187,37
thin,182,40
fat,150,71
fat,143,79
normal,160,48
fat,158,74
normal,192,80
thin,182,52
fat,136,50
thin,180,38
thin,167,47
thin,182,50
fat,130,74
normal,135,39
fat,152,79
fat,126,68
thin,198,60
normal,162,61
normal,163,59
thin,177,48
thin,159,37
thin,185,43
fat,149,71
fat,176,79
thin,182,39
fat,132,61
normal,190,75
thin,183,50
thin,162,45
fat,129,52
fat,147,55
fat,130,53
thin,191,63
thin,166,36
normal,179,73
thin,179,56
thin,162,47
fat,134,56
normal,185,72
normal,189,74
thin,171,48
normal,128,38
thin,191,38
normal,147,51
thin,178,51
thin,174,43
thin,200,39
normal,164,66
thin,146,35
fat,144,53
normal,150,50
fat,125,55
fat,123,70
normal,175,76
normal,193,78
thin,179,52
thin,170,35
normal,186,68
fat,121,62
thin,176,40
normal,183,66
normal,133,35
fat,154,74
fat,132,59
normal,200,79
thin,156,44
thin,200,36
thin,166,35
normal,130,39
thin,144,36
normal,153,47
thin,189,42
thin,178,37
fat,153,70
normal,142,44
thin,187,49
fat,163,69
fat,130,79
normal,198,75
normal,179,61
fat,131,47
normal,171,65
thin,150,40
thin,198,45
normal,140,37
normal,191,76
fat,134,68
thin,193,40
fat,143,56
fat,136,54
thin,187,35
normal,163,50
thin,200,40
fat,141,68
normal,192,74
normal,143,39
fat,131,52
normal,155,58
fat,157,79
thin,172,46
thin,183,47
thin,163,47
thin,197,40
thin,194,39
normal,171,63
normal,175,58
normal,183,62
normal,181,64
normal,178,70
thin,185,38
thin,189,43
fat,142,80
thin,199,55
thin,194,67
fat,123,44
normal,153,44
fat,151,67
normal,161,54
thin,180,38
normal,182,69
thin,173,50
thin,192,39
thin,179,44
fat,149,60
normal,154,56
normal,145,47
normal,191,77
normal,180,60
normal,199,77
fat,132,62
normal,152,46
fat,142,53
fat,148,69
thin,200,44
fat,136,70
fat,135,76
normal,152,57
fat,163,74
fat,141,68
normal,150,48
thin,177,40
fat,130,49
fat,127,55
fat,122,47
fat,169,78
normal,193,72
normal,149,42
normal,184,66
thin,167,47
fat,133,70
thin,176,47
fat,135,75
normal,149,48
fat,136,75
thin,191,62
normal,190,68
thin,179,38
fat,141,75
fat,128,78
normal,200,76
thin,149,35
fat,125,69
thin,166,36
fat,124,68
fat,138,75
normal,170,71
fat,127,71
thin,189,36
normal,174,58
normal,125,35
fat,140,60
normal,131,41
fat,168,73
thin,194,44
fat,135,68
fat,138,52
normal,161,63
fat,134,68
thin,186,61
normal,147,42
fat,123,67
normal,199,76
normal,128,35
normal,147,40
normal,147,47
thin,157,37
normal,175,66
fat,145,66
fat,126,40
fat,132,55
fat,157,67
thin,191,67
fat,120,56
fat,134,57
fat,153,79
fat,155,66
fat,145,77
normal,173,70
fat,135,48
fat,127,45
fat,138,49
thin,194,37
fat,128,49
normal,149,42
normal,150,54
fat,130,68
thin,198,69
fat,134,46
fat,134,60
thin,189,56
normal,171,70
thin,196,59
thin,196,38
normal,138,46
normal,182,65
fat,127,75
normal,168,63
thin,181,60
fat,142,78
normal,169,64
fat,133,65
normal,171,66
fat,175,78
fat,164,73
thin,174,44
normal,151,43
thin,196,45
normal,139,37
normal,165,63
normal,175,76
fat,124,41
fat,128,76
fat,122,51
normal,143,46
fat,122,39
fat,158,67
fat,171,78
thin,190,57
normal,175,76
normal,158,61
thin,158,46
fat,152,78
thin,200,65
fat,132,79
fat,154,63
fat,129,42
fat,143,77
thin,196,57
thin,174,41
normal,147,47
fat,157,80
thin,198,41
fat,120,77
normal,157,53
thin,186,52
normal,153,49
thin,188,55
fat,161,69
normal,126,36
fat,138,54
fat,153,77
thin,176,49
thin,173,47
normal,140,38
thin,164,37
normal,149,53
fat,143,65
thin,193,52
thin,187,40
thin,176,57
thin,159,45
thin,169,42
fat,137,73
thin,185,55
fat,175,80
fat,157,64
fat,156,69
fat,168,74
normal,183,63
fat,163,73
normal,137,35
fat,147,65
fat,121,40
normal,138,38
thin,193,59
normal,177,59
thin,185,43
thin,171,50
thin,182,45
fat,154,78
fat,130,61
normal,164,56
thin,186,64
thin,199,72
thin,185,52
normal,177,75
thin,191,56
thin,167,42
fat,130,71
thin,187,46
thin,189,53
thin,161,40
thin,198,35
normal,193,74
fat,156,69
fat,132,58
fat,120,74
fat,140,64
normal,162,58
normal,180,60
normal,158,47
thin,170,46
normal,180,79
normal,142,46
normal,194,78
thin,157,37
fat,125,59
fat,140,60
normal,180,79
fat,153,66
normal,182,80
fat,120,46
thin,190,56
fat,135,74
fat,124,61
thin,183,39
fat,139,75
fat,128,55
thin,185,36
normal,176,65
normal,179,76
thin,159,37
fat,142,56
thin,186,36
normal,156,51
thin,185,48
normal,188,74
fat,129,72
fat,121,38
fat,161,75
normal,145,50
thin,195,40
thin,177,53
fat,136,68
normal,176,72
thin,159,42
thin,184,42
fat,141,52
normal,131,35
fat,149,72
thin,192,55
normal,176,69
fat,136,73
thin,173,44
thin,193,55
fat,121,80
fat,129,44
fat,161,77
fat,122,61
fat,140,51
thin,180,43
thin,198,50
fat,158,74
thin,171,52
thin,172,43
thin,164,47
normal,193,78
fat,133,76
normal,128,35
fat,122,65
thin,177,48
thin,185,37
thin,184,47
thin,192,51
normal,160,59
thin,144,38
normal,177,61
thin,144,36
fat,131,54
thin,183,37
fat,161,72
normal,144,39
thin,199,38
thin,178,55
thin,184,57
normal,176,72
thin,172,37
thin,200,36
thin,192,47
thin,168,38
thin,177,46
fat,152,71
normal,182,77
fat,133,74
thin,163,49
normal,161,62
fat,125,57
fat,133,68
fat,143,61
fat,121,45
thin,183,45
normal,147,46
thin,146,38
fat,167,74
normal,130,39
fat,122,50
fat,165,78
fat,132,53
fat,144,56
thin,174,52
normal,179,69
thin,197,50
thin,189,61
thin,184,47
thin,167,45
thin,200,44
normal,162,63
fat,148,61
normal,173,65
fat,140,72
thin,162,40
thin,169,41
thin,189,54
normal,123,36
fat,128,45
fat,129,55
normal,147,48
fat,151,74
fat,133,54
normal,164,63
normal,192,80
thin,160,44
normal,128,36
normal,175,67
fat,177,80
normal,181,72
thin,180,35
fat,142,59
fat,124,42
normal,184,79
fat,166,76
normal,167,57
normal,162,60
thin,181,51
fat,155,71
fat,126,58
fat,140,68
thin,178,58
fat,133,74
fat,159,77
fat,168,77
normal,165,68
normal,131,42
fat,134,67
fat,136,64
normal,188,70
fat,147,69
thin,174,39
fat,126,74
normal,171,70
fat,121,43
thin,186,52
normal,149,49
fat,125,48
normal,185,80
fat,144,69
thin,189,50
thin,171,49
fat,127,77
fat,133,79
thin,190,46
fat,151,77
thin,182,42
fat,135,61
thin,180,49
fat,121,49
fat,153,79
normal,180,63
fat,131,47
fat,135,70
thin,177,38
fat,124,47
thin,192,51
fat,154,60
fat,170,79
fat,124,57
fat,142,74
normal,185,76
thin,173,38
fat,130,63
fat,120,54
fat,131,70
fat,120,41
thin,186,54
fat,142,70
normal,182,76
normal,169,71
thin,188,54
normal,180,72
thin,163,48
fat,124,40
thin,167,40
normal,168,63
normal,170,54
fat,128,77
thin,185,44
fat,134,54
fat,152,73
fat,137,55
normal,160,56
fat,143,80
fat,125,71
fat,132,70
fat,132,45
fat,142,55
normal,136,38
fat,152,68
fat,123,77
normal,164,58
normal,183,67
normal,158,54
fat,136,71
fat,177,80
normal,129,40
fat,125,67
thin,180,54
fat,169,76
fat,133,55
fat,124,76
normal,132,41
fat,172,74
thin,195,44
normal,155,56
fat,145,66
thin,200,62
thin,182,43
thin,196,49
thin,176,53
thin,187,59
fat,126,43
thin,200,46
thin,192,45
fat,121,59
thin,191,44
thin,179,41
fat,128,80
normal,164,60
thin,159,42
thin,185,54
fat,153,78
thin,195,43
normal,125,37
normal,158,54
normal,197,78
thin,184,37
thin,177,53
thin,189,51
thin,184,39
normal,164,62
normal,166,63
normal,173,74
normal,171,72
fat,149,72
normal,157,55
normal,145,47
fat,161,65
fat,148,79
thin,162,38
fat,146,80
fat,134,47
fat,163,76
normal,149,51
thin,179,54
thin,196,61
normal,185,73
thin,185,43
thin,177,56
thin,178,44
normal,168,59
fat,136,74
fat,148,75
fat,172,76
normal,138,42
normal,172,72
thin,198,52
fat,139,51
normal,161,52
fat,134,57
normal,136,42
normal,149,47
fat,127,52
fat,138,66
fat,132,76
fat,123,41
fat,169,75
thin,158,44
thin,192,57
normal,162,59
normal,152,46
fat,166,79
normal,177,63
fat,142,73
thin,172,48
fat,145,72
fat,143,64
thin,198,66
thin,188,42
thin,163,45
normal,168,59
thin,186,52
normal,158,53
thin,198,46
thin,182,48
fat,157,69
thin,198,53
thin,189,40
thin,200,51
fat,131,55
normal,143,49
thin,199,73
thin,153,40
thin,199,51
thin,186,58
thin,198,46
fat,145,65
fat,152,66
fat,132,64
thin,178,43
thin,189,66
thin,180,55
normal,172,72
thin,183,60
thin,193,52
thin,198,42
thin,187,40
normal,140,45
fat,133,60
thin,172,42
thin,192,38
normal,180,76
fat,128,57
fat,121,63
fat,133,66
normal,139,39
thin,173,40
fat,126,50
normal,177,71
normal,192,75
thin,151,38
fat,129,43
fat,135,73
normal,167,65
thin,176,54
fat,130,70
thin,175,38
thin,191,62
normal,149,47
normal,162,59
normal,148,53
normal,158,51
thin,188,62
normal,178,74
fat,141,55
fat,144,71
fat,135,70
fat,161,65
fat,123,45
normal,196,78
thin,188,53
fat,145,78
normal,184,74
fat,152,73
thin,168,51
normal,136,45
fat,157,79
fat,155,65
thin,153,42
fat,138,79
fat,126,56
normal,183,71
normal,187,74
thin,168,47
normal,200,74
fat,139,78
fat,177,80
thin,160,45
fat,124,41
fat,143,54
thin,160,45
normal,157,54
fat,157,73
thin,196,54
thin,188,59
fat,127,60
fat,156,64
normal,166,51
fat,123,67
fat,133,73
fat,158,74
fat,150,74
fat,120,53
thin,195,51
normal,183,66
thin,199,40
fat,162,74
normal,169,71
fat,168,78
fat,124,47
normal,163,54
normal,130,41
fat,152,62
thin,172,49
fat,137,79
normal,188,76
fat,164,77
fat,122,52
fat,142,70
thin,172,35
normal,148,54
fat,162,75
thin,172,51
normal,185,66
thin,182,57
fat,124,46
fat,153,63
normal,189,73
fat,131,77
fat,123,58
thin,176,39
normal,159,49
thin,150,35
fat,157,76
thin,177,42
normal,180,70
normal,191,72
thin,175,41
fat,140,68
fat,120,42
normal,157,48
normal,134,41
fat,152,78
fat,131,72
normal,166,60
thin,195,44
thin,182,50
fat,130,63
fat,125,49
normal,177,77
normal,176,71
fat,130,70
normal,161,50
fat,169,79
normal,185,67
thin,174,48
normal,184,65
normal,177,69
fat,152,70
fat,129,79
fat,151,67
fat,134,45
normal,168,56
normal,163,56
thin,192,57
fat,122,63
thin,162,47
normal,194,75
normal,156,53
fat,126,63
normal,192,80
normal,178,59
thin,179,46
fat,148,57
fat,155,72
normal,154,55
thin,187,37
fat,127,54
thin,200,69
fat,136,77
normal,173,72
thin,197,36
thin,158,46
thin,172,45
fat,160,71
thin,163,45
thin,144,36
thin,175,55
thin,173,41
thin,189,45
normal,183,79
fat,142,61
fat,155,73
fat,144,68
thin,197,44
normal,166,58
fat,139,58
normal,144,40
fat,127,62
thin,192,60
normal,136,45
thin,173,52
fat,141,55
normal,187,79
normal,146,49
normal,146,43
thin,178,48
fat,141,68
normal,146,42
normal,178,72
normal,137,36
fat,129,68
fat,159,67
fat,159,73
fat,121,55
fat,132,67
fat,124,42
normal,157,52
thin,181,56
fat,138,78
thin,185,35
thin,182,61
thin,194,59
fat,135,74
fat,125,65
fat,155,71
thin,195,39
normal,192,77
thin,148,37
normal,129,36
thin,167,43
fat,134,63
thin,190,66
thin,191,48
thin,198,50
fat,131,65
normal,159,61
normal,166,53
normal,186,69
thin,174,46
thin,172,52
fat,154,72
fat,133,76
fat,137,78
normal,195,72
fat,155,75
normal,152,52
fat,125,44
normal,172,61
normal,166,60
normal,196,77
fat,158,69
thin,180,58
thin,189,41
fat,151,77
fat,135,53
fat,127,53
normal,175,70
normal,137,43
thin,198,57
thin,165,46
normal,177,66
fat,139,80
fat,172,80
fat,128,64
thin,190,56
normal,142,42
fat,124,67
normal,180,61
normal,163,58
thin,154,35
normal,172,67
fat,153,70
normal,151,55
fat,127,68
normal,177,61
thin,174,38
fat,143,65
normal,141,44
normal,185,73
normal,168,60
fat,136,74
thin,200,71
normal,159,58
fat,138,64
normal,148,50
normal,175,62
fat,171,77
fat,139,62
normal,167,64
normal,175,68
thin,176,48
normal,180,80
normal,122,35
thin,166,46
normal,170,67
normal,134,42
normal,165,62
thin,195,65
thin,177,38
fat,132,53
normal,173,63
thin,188,58
normal,136,43
thin,174,39
normal,145,49
thin,175,35
normal,138,38
fat,153,79
normal,161,52
thin,161,43
thin,198,63
normal,145,42
normal,182,64
normal,167,64
normal,169,54
normal,148,49
thin,178,43
fat,138,73
thin,170,44
fat,151,71
fat,152,72
normal,169,58
fat,139,70
fat,173,77
thin,187,49
normal,159,63
thin,164,46
thin,198,69
normal,165,51
thin,184,51
normal,141,38
normal,193,77
thin,157,38
fat,132,49
normal,148,48
fat,134,67
thin,194,47
thin,153,39
thin,178,53
fat,134,67
normal,161,55
normal,150,48
fat,133,69
normal,178,63
fat,130,70
thin,180,40
thin,197,53
thin,196,48
normal,182,80
normal,173,70
fat,129,72
normal,164,56
fat,127,62
fat,147,66
normal,159,55
fat,174,79
fat,141,64
thin,197,56
normal,162,60
fat,142,53
thin,187,49
thin,186,47
thin,192,37
normal,141,38
thin,188,50
fat,141,74
normal,151,45
fat,129,43
fat,165,78
normal,179,70
normal,136,46
thin,190,62
normal,198,78
thin,199,65
fat,129,64
fat,152,68
normal,179,79
thin,176,38
fat,151,66
fat,157,80
fat,162,73
fat,130,46
normal,160,60
fat,152,68
normal,136,37
normal,181,74
fat,133,45
normal,169,57
fat,124,63
normal,155,57
normal,163,58
fat,138,72
thin,140,36
thin,162,35
normal,160,62
normal,164,53
fat,130,80
normal,145,49
normal,154,58
normal,137,39
fat,159,76
normal,183,78
fat,123,41
normal,134,42
fat,129,47
fat,150,71
normal,183,64
thin,187,43
thin,188,55
fat,141,56
fat,139,79
fat,143,53
normal,155,45
normal,174,65
fat,127,60
normal,188,75
normal,130,39
fat,124,71
fat,145,80
fat,125,46
fat,156,76
thin,185,40
thin,163,44
fat,144,61
fat,149,70
thin,175,36
normal,163,56
fat,122,52
thin,170,51
thin,197,70
fat,165,80
fat,130,56
thin,157,41
normal,125,36
fat,130,71
normal,171,65
normal,187,71
fat,144,75
fat,134,63
thin,183,60
normal,160,51
thin,181,55
thin,159,43
thin,163,39
thin,181,54
normal,190,76
thin,184,43
thin,199,55
fat,175,78
thin,165,47
normal,180,78
thin,177,45
fat,146,72
normal,179,63
thin,162,47
fat,122,58
normal,162,56
fat,128,59
fat,154,68
fat,126,52
fat,134,54
thin,191,40
fat,148,77
thin,199,45
fat,127,46
normal,181,74
fat,165,77
thin,181,56
fat,141,55
thin,189,54
normal,131,35
fat,135,67
normal,157,58
thin,191,67
thin,156,39
thin,167,45
thin,171,40
thin,176,48
fat,138,71
fat,134,68
fat,146,66
thin,197,37
normal,187,69
thin,189,57
normal,143,38
normal,180,80
fat,157,77
fat,155,71
fat,158,77
normal,176,65
fat,137,55
fat,158,67
fat,140,78
thin,187,51
fat,121,69
thin,181,36
fat,155,65
normal,182,67
fat,154,60
fat,129,59
fat,142,56
fat,161,78
normal,160,64
thin,177,38
fat,136,66
fat,158,77
normal,190,78
thin,198,70
fat,132,70
normal,173,69
normal,148,45
fat,133,46
fat,140,65
fat,165,79
fat,162,76
fat,124,47
fat,134,80
fat,132,52
thin,179,44
thin,184,40
normal,176,72
fat,122,40
normal,134,39
normal,142,41
normal,161,61
normal,158,58
thin,193,44
thin,171,50
fat,142,55
fat,127,70
fat,131,75
fat,122,43
thin,198,52
thin,164,41
normal,175,63
fat,157,66
thin,188,46
thin,168,36
normal,167,53
fat,158,74
normal,169,64
fat,121,47
normal,192,74
thin,183,39
fat,128,76
normal,158,60
thin,161,46
normal,150,49
fat,124,55
thin,178,37
thin,163,35
normal,171,70
thin,193,54
thin,190,52
normal,183,62
thin,192,55
normal,174,58
fat,138,60
thin,197,56
fat,139,77
fat,160,77
thin,192,46
thin,173,38
normal,179,76
fat,163,68
fat,129,72
fat,127,42
fat,149,70
thin,142,35
fat,142,51
thin,196,46
normal,173,65
normal,164,53
fat,145,67
normal,163,52
fat,132,62
normal,189,69
normal,141,40
normal,197,75
thin,188,60
normal,154,44
thin,179,54
thin,200,38
fat,126,51
normal,165,60
fat,124,72
fat,137,67
normal,172,65
thin,196,69
fat,124,61
fat,154,62
fat,131,78
thin,155,35
fat,139,79
normal,166,63
fat,125,51
fat,123,43
fat,151,66
normal,165,66
fat,138,76
thin,183,44
thin,181,59
fat,141,71
fat,143,52
thin,149,40
normal,179,80
normal,198,78
thin,191,40
fat,148,66
normal,188,80
thin,149,40
fat,131,66
thin,179,55
thin,199,69
fat,135,60
normal,175,76
fat,125,61
thin,173,50
thin,148,35
normal,162,50
normal,178,59
fat,157,67
normal,189,70
fat,141,71
normal,177,75
fat,129,64
normal,161,59
fat,132,59
fat,138,66
fat,159,69
normal,190,73
normal,163,61
thin,193,43
thin,188,45
fat,129,59
normal,161,50
normal,180,72
fat,155,64
normal,181,66
fat,128,80
fat,135,69
fat,153,65
fat,134,61
normal,168,67
fat,172,79
normal,158,62
fat,163,74
thin,189,64
normal,169,58
fat,149,76
fat,157,63
fat,128,63
normal,169,58
normal,148,45
thin,166,37
fat,132,49
fat,125,62
fat,131,49
normal,188,73
normal,133,41
thin,191,44
normal,179,72
thin,177,53
fat,122,44
thin,180,52
thin,194,52
thin,200,43
thin,185,45
fat,163,73
thin,175,47
fat,141,52
fat,144,77
thin,181,35
normal,184,66
normal,166,55
fat,138,48
fat,160,77
normal,187,70
thin,198,40
normal,166,61
fat,124,80
normal,154,47
fat,128,60
normal,139,38
fat,146,63
normal,167,62
thin,182,58
fat,141,55
thin,168,38
fat,126,43
thin,193,48
normal,193,76
normal,161,54
fat,142,66
fat,149,73
thin,191,52
fat,129,57
thin,151,40
normal,190,70
thin,195,52
fat,127,69
normal,199,75
normal,190,78
thin,170,40
fat,149,80
thin,184,52
fat,130,73
thin,162,36
fat,176,79
fat,125,43
fat,156,78
fat,134,50
normal,144,39
normal,186,76
thin,151,42
normal,176,63
fat,147,58
normal,162,56
fat,172,79
fat,142,61
thin,188,57
fat,120,48
normal,131,35
thin,145,37
thin,189,49
thin,180,43
normal,161,56
fat,120,58
thin,183,56
fat,163,72
normal,132,37
normal,158,57
normal,198,74
fat,133,46
fat,139,61
normal,142,46
fat,120,73
normal,180,76
normal,148,50
fat,157,68
fat,175,79
fat,129,44
normal,145,47
thin,167,40
normal,164,60
fat,152,65
fat,134,72
fat,134,62
thin,171,47
thin,195,52
thin,177,48
thin,192,55
normal,192,78
fat,121,79
normal,178,73
fat,151,64
fat,157,75
thin,187,42
normal,129,35
fat,124,69
normal,164,63
fat,127,74
fat,152,66
fat,127,51
normal,162,53
fat,128,65
thin,172,50
thin,147,37
normal,162,60
fat,135,59
normal,167,67
thin,193,56
thin,169,44
normal,141,45
normal,166,53
fat,127,79
fat,153,68
fat,153,79
normal,172,55
thin,186,50
fat,141,76
thin,191,45
normal,144,49
fat,136,62
fat,165,79
fat,147,77
fat,134,70
fat,137,60
normal,144,50
thin,183,40
fat,137,78
thin,148,37
thin,164,49
normal,162,61
normal,174,60
normal,151,48
normal,144,41
fat,155,80
fat,140,53
normal,188,68
thin,197,52
fat,139,65
normal,164,56
normal,140,37
normal,146,50
fat,120,72
thin,197,39
normal,158,61
thin,180,42
normal,164,52
normal,164,60
thin,200,71
normal,141,37
thin,180,56
fat,123,64
fat,151,73
thin,197,67
fat,175,78
thin,178,57
thin,168,49
fat,152,74
thin,197,36
thin,173,35
fat,127,76
fat,164,73
normal,169,71
normal,163,62
thin,146,38
thin,149,36
fat,128,64
normal,157,48
fat,135,68
fat,147,72
fat,129,74
thin,189,35
thin,177,42
normal,186,80
fat,148,63
normal,152,51
fat,137,62
normal,194,76
thin,182,39
normal,165,67
normal,156,52
fat,127,74
fat,160,79
fat,137,75
fat,153,75
fat,153,60
fat,140,57
fat,135,61
thin,150,36
fat,139,49
normal,141,47
thin,189,43
fat,130,43
thin,184,44
thin,179,37
fat,135,64
normal,130,39
normal,177,75
fat,120,55
thin,182,35
fat,134,73
normal,156,56
thin,197,42
normal,159,62
normal,140,48
fat,151,61
fat,144,71
thin,142,36
thin,172,38
thin,186,41
thin,190,46
thin,173,43
fat,139,64
normal,165,55
fat,124,72
fat,129,63
fat,120,39
fat,124,60
normal,175,62
thin,186,54
normal,169,63
normal,148,48
fat,124,51
thin,187,50
fat,138,50
normal,169,54
fat,136,60
fat,135,61
fat,144,77
fat,124,51
fat,166,78
thin,198,39
normal,168,56
fat,132,68
normal,178,63
fat,147,71
normal,187,79
thin,197,36
thin,194,41
fat,144,70
fat,137,49
fat,155,73
fat,160,67
fat,177,80
thin,195,49
normal,197,75
fat,145,65
fat,120,47
normal,130,35
thin,191,64
thin,152,36
thin,176,45
normal,170,64
thin,191,57
normal,140,47
fat,141,77
thin,189,40
fat,127,42
fat,137,49
thin,192,50
normal,155,57
thin,199,47
thin,193,60
fat,161,78
fat,140,55
fat,160,78
thin,143,37
thin,171,40
fat,146,67
fat,133,45
thin,171,42
normal,153,51
fat,135,63
thin,163,48
thin,184,62
fat,121,71
thin,185,35
thin,182,43
normal,200,75
fat,127,57
normal,177,71
fat,144,75
fat,133,70
normal,170,56
fat,149,61
normal,139,41
fat,140,79
thin,194,49
thin,197,41
thin,196,43
fat,142,70
fat,135,65
thin,170,47
fat,160,74
thin,190,37
fat,128,74
thin,191,63
normal,192,74
thin,199,35
normal,170,59
normal,167,68
thin,198,44
normal,129,36
normal,151,48
fat,131,73
thin,167,49
fat,132,80
normal,157,52
normal,163,56
normal,184,67
thin,196,43
thin,192,49
fat,122,40
fat,135,69
fat,142,62
fat,162,75
thin,192,47
fat,120,53
thin,186,39
normal,155,46
normal,181,72
thin,172,50
thin,163,47
fat,157,66
normal,145,40
fat,148,78
thin,170,53
normal,142,44
fat,138,58
fat,142,76
fat,158,69
normal,176,58
fat,138,56
fat,156,69
fat,129,60
thin,187,49
fat,133,47
fat,149,70
fat,138,52
thin,200,37
fat,131,70
thin,193,47
thin,194,53
fat,147,62
normal,164,56
fat,156,72
thin,172,50
fat,138,50
normal,144,50
fat,154,72
fat,146,65
thin,172,41
normal,185,65
fat,150,80
thin,146,38
fat,135,66
thin,199,44
fat,128,52
normal,180,66
fat,159,69
normal,163,65
fat,127,59
fat,141,57
thin,180,53
fat,126,52
fat,140,57
normal,163,50
normal,178,64
fat,135,64
fat,162,75
fat,141,54
fat,127,56
fat,129,53
thin,176,52
normal,179,75
normal,162,64
normal,139,36
fat,136,50
fat,131,55
fat,168,78
normal,153,54
fat,148,79
thin,156,38
fat,129,42
normal,177,65
thin,177,42
thin,190,59
fat,141,60
thin,198,45
normal,186,73
fat,133,50
thin,195,63
thin,172,43
fat,140,63
normal,188,78
normal,185,76
fat,145,79
fat,145,74
normal,156,48
thin,166,42
normal,142,40
normal,183,63
thin,176,54
fat,129,58
normal,166,61
normal,139,43
thin,180,40
thin,179,50
fat,124,42
normal,184,69
fat,132,44
normal,144,47
fat,147,58
normal,191,74
thin,182,41
normal,176,60
thin,175,49
normal,172,57
normal,162,52
fat,166,73
fat,176,80
normal,158,58
thin,190,62
normal,155,49
normal,150,49
normal,191,79
normal,161,54
fat,136,61
fat,137,76
fat,123,56
thin,186,40
thin,186,47
thin,194,60
thin,153,39
fat,174,80
thin,175,49
fat,136,61
normal,151,45
fat,123,57
fat,144,62
normal,172,68
thin,190,43
normal,172,56
fat,121,52
fat,150,70
thin,197,46
normal,131,41
normal,157,49
normal,125,36
thin,182,45
thin,164,42
normal,131,35
normal,163,51
normal,165,55
normal,150,53
thin,187,36
normal,190,70
thin,165,47
thin,197,70
thin,139,35
normal,182,71
thin,179,57
normal,137,35
fat,127,49
fat,138,63
normal,189,77
fat,166,75
fat,146,59
fat,136,68
normal,132,39
normal,159,47
fat,128,67
normal,143,38
fat,146,61
normal,195,78
fat,143,67
normal,149,53
fat,151,80
thin,177,46
thin,150,37
fat,147,67
normal,162,54
normal,170,58
normal,156,50
fat,155,77
thin,179,52
fat,138,76
normal,138,47
fat,154,66
normal,133,37
thin,192,59
normal,175,73
fat,138,65
fat,146,72
fat,155,70
thin,193,53
thin,151,40
thin,184,52
fat,154,66
fat,152,80
thin,196,48
thin,198,58
thin,159,43
normal,142,42
thin,192,48
thin,196,53
normal,150,44
thin,186,51
fat,133,77
fat,144,53
fat,147,77
fat,132,72
fat,145,75
fat,157,64
fat,142,60
thin,168,45
normal,171,63
fat,130,61
thin,189,43
normal,177,59
fat,152,65
fat,127,53
thin,173,41
fat,135,73
fat,147,56
fat,148,68
fat,157,78
normal,185,68
thin,196,50
normal,198,74
thin,173,48
normal,146,48
normal,187,68
fat,139,80
fat,128,57
normal,176,61
normal,184,68
fat,140,66
normal,137,46
normal,183,79
fat,160,70
fat,141,73
fat,135,59
normal,171,64
normal,156,49
thin,183,41
fat,159,78
normal,166,63
normal,124,38
thin,162,42
fat,154,67
normal,148,45
fat,174,80
normal,127,35
fat,155,74
normal,132,42
fat,128,48
normal,156,60
normal,156,50
fat,125,63
thin,198,42
fat,123,78
fat,155,67
fat,127,66
thin,187,53
fat,137,69
normal,171,71
thin,166,48
thin,193,36
normal,154,51
fat,152,66
normal,163,53
normal,192,77
normal,189,79
fat,154,76
normal,182,74
fat,174,80
normal,152,44
normal,155,58
fat,122,71
fat,132,47
fat,151,73
normal,167,61
fat,138,62
normal,177,69
thin,188,63
normal,182,67
fat,160,70
normal,156,54
fat,144,65
fat,123,38
normal,160,52
fat,123,56
normal,171,72
thin,173,35
thin,196,42
fat,143,74
fat,156,76
fat,126,41
thin,197,41
thin,185,59
fat,146,70
fat,122,64
thin,194,51
thin,149,39
thin,182,41
fat,127,73
normal,138,45
fat,141,76
thin,184,48
fat,148,59
normal,141,37
fat,150,57
thin,162,37
fat,139,71
thin,179,38
thin,183,55
fat,125,52
thin,172,46
fat,172,74
thin,175,56
normal,186,72
fat,155,63
thin,170,43
normal,179,78
thin,200,50
thin,159,36
fat,144,71
fat,144,68
thin,169,44
thin,186,41
normal,170,65
normal,183,80
thin,180,44
normal,170,65
normal,193,71
thin,158,45
thin,169,38
fat,176,78
thin,186,60
fat,159,71
thin,191,55
normal,188,71
normal,187,70
fat,158,79
thin,189,64
fat,120,58
fat,122,53
fat,141,70
thin,172,39
fat,141,64
thin,161,46
thin,195,43
fat,126,56
normal,174,60
fat,145,53
normal,181,80
normal,189,79
fat,126,71
thin,188,56
thin,174,52
normal,161,54
fat,147,63
fat,135,49
normal,160,49
thin,152,41
normal,164,66
thin,168,46
fat,120,39
thin,183,61
thin,196,45
normal,130,39
fat,125,45
thin,169,39
fat,135,47
thin,153,40
normal,175,67
normal,156,55
normal,159,47
fat,142,73
fat,149,65
thin,158,36
fat,136,58
thin,158,46
thin,189,52
fat,125,78
fat,136,80
fat,133,72
thin,171,35
fat,120,39
normal,162,57
normal,165,68
thin,196,63
thin,179,56
normal,124,35
thin,183,59
thin,177,49
fat,160,65
normal,154,47
normal,168,58
fat,121,61
